"ResourceType","Namespace","Type"
"Microsoft.ServiceFabricMesh/locations/secretOperations","Microsoft.ServiceFabricMesh","locations/secretOperations"
"Microsoft.ServiceFabricMesh/operations","Microsoft.ServiceFabricMesh","operations"
"Microsoft.Solutions/applications","Microsoft.Solutions","applications"
"Microsoft.Solutions/applicationDefinitions","Microsoft.Solutions","applicationDefinitions"
"Microsoft.Solutions/locations","Microsoft.Solutions","locations"
"Microsoft.Solutions/jitRequests","Microsoft.Solutions","jitRequests"
"Microsoft.Solutions/locations/operationstatuses","Microsoft.Solutions","locations/operationstatuses"
"Microsoft.Solutions/Operations","Microsoft.Solutions","Operations"
"Microsoft.StorageSync/storageSyncServices","Microsoft.StorageSync","storageSyncServices"
"Microsoft.StorageSync/storageSyncServices/syncGroups","Microsoft.StorageSync","storageSyncServices/syncGroups"
"Microsoft.StorageSync/storageSyncServices/syncGroups/cloudEndpoints","Microsoft.StorageSync","storageSyncServices/syncGroups/cloudEndpoints"
"Microsoft.StorageSync/storageSyncServices/syncGroups/serverEndpoints","Microsoft.StorageSync","storageSyncServices/syncGroups/serverEndpoints"
"Microsoft.StorageSync/storageSyncServices/registeredServers","Microsoft.StorageSync","storageSyncServices/registeredServers"
"Microsoft.StorageSync/storageSyncServices/workflows","Microsoft.StorageSync","storageSyncServices/workflows"
"Microsoft.StorageSync/operations","Microsoft.StorageSync","operations"
"Microsoft.StorageSync/locations","Microsoft.StorageSync","locations"
"Microsoft.StorageSync/locations/checkNameAvailability","Microsoft.StorageSync","locations/checkNameAvailability"
"Microsoft.StorageSync/locations/workflows","Microsoft.StorageSync","locations/workflows"
"Microsoft.StorageSync/locations/operations","Microsoft.StorageSync","locations/operations"
"Microsoft.StorageSync/locations/operationResults","Microsoft.StorageSync","locations/operationResults"
"Microsoft.DataLakeAnalytics/accounts","Microsoft.DataLakeAnalytics","accounts"
"Microsoft.DataLakeAnalytics/accounts/dataLakeStoreAccounts","Microsoft.DataLakeAnalytics","accounts/dataLakeStoreAccounts"
"Microsoft.DataLakeAnalytics/accounts/storageAccounts","Microsoft.DataLakeAnalytics","accounts/storageAccounts"
"Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers","Microsoft.DataLakeAnalytics","accounts/storageAccounts/containers"
"Microsoft.DataLakeAnalytics/accounts/storageAccounts/containers/listSasTokens","Microsoft.DataLakeAnalytics","accounts/storageAccounts/containers/listSasTokens"
"Microsoft.DataLakeAnalytics/locations","Microsoft.DataLakeAnalytics","locations"
"Microsoft.DataLakeAnalytics/locations/operationresults","Microsoft.DataLakeAnalytics","locations/operationresults"
"Microsoft.DataLakeAnalytics/locations/checkNameAvailability","Microsoft.DataLakeAnalytics","locations/checkNameAvailability"
"Microsoft.DataLakeAnalytics/locations/capability","Microsoft.DataLakeAnalytics","locations/capability"
"Microsoft.DataLakeAnalytics/locations/usages","Microsoft.DataLakeAnalytics","locations/usages"
"Microsoft.DataLakeAnalytics/operations","Microsoft.DataLakeAnalytics","operations"
"Microsoft.Cdn/profiles","Microsoft.Cdn","profiles"
"Microsoft.Cdn/profiles/endpoints","Microsoft.Cdn","profiles/endpoints"
"Microsoft.Cdn/profiles/endpoints/origins","Microsoft.Cdn","profiles/endpoints/origins"
"Microsoft.Cdn/profiles/endpoints/origingroups","Microsoft.Cdn","profiles/endpoints/origingroups"
"Microsoft.Cdn/profiles/endpoints/customdomains","Microsoft.Cdn","profiles/endpoints/customdomains"
"Microsoft.Cdn/operationresults","Microsoft.Cdn","operationresults"
"Microsoft.Cdn/operationresults/profileresults","Microsoft.Cdn","operationresults/profileresults"
"Microsoft.Cdn/operationresults/profileresults/endpointresults","Microsoft.Cdn","operationresults/profileresults/endpointresults"
"Microsoft.Cdn/operationresults/profileresults/endpointresults/originresults","Microsoft.Cdn","operationresults/profileresults/endpointresults/originresults"
"Microsoft.Cdn/operationresults/profileresults/endpointresults/origingroupresults","Microsoft.Cdn","operationresults/profileresults/endpointresults/origingroupresults"
"Microsoft.Cdn/operationresults/profileresults/endpointresults/customdomainresults","Microsoft.Cdn","operationresults/profileresults/endpointresults/customdomainresults"
"Microsoft.Cdn/checkNameAvailability","Microsoft.Cdn","checkNameAvailability"
"Microsoft.Cdn/checkEndpointNameAvailability","Microsoft.Cdn","checkEndpointNameAvailability"
"Microsoft.Cdn/checkResourceUsage","Microsoft.Cdn","checkResourceUsage"
"Microsoft.Cdn/validateProbe","Microsoft.Cdn","validateProbe"
"Microsoft.Cdn/canMigrate","Microsoft.Cdn","canMigrate"
"Microsoft.Cdn/migrate","Microsoft.Cdn","migrate"
"Microsoft.Cdn/operations","Microsoft.Cdn","operations"
"Microsoft.Cdn/edgenodes","Microsoft.Cdn","edgenodes"
"Microsoft.Cdn/CdnWebApplicationFirewallPolicies","Microsoft.Cdn","CdnWebApplicationFirewallPolicies"
"Microsoft.Cdn/operationresults/cdnwebapplicationfirewallpolicyresults","Microsoft.Cdn","operationresults/cdnwebapplicationfirewallpolicyresults"
"Microsoft.Cdn/CdnWebApplicationFirewallManagedRuleSets","Microsoft.Cdn","CdnWebApplicationFirewallManagedRuleSets"
"Microsoft.Cdn/profiles/afdendpoints","Microsoft.Cdn","profiles/afdendpoints"
"Microsoft.Cdn/profiles/afdendpoints/routes","Microsoft.Cdn","profiles/afdendpoints/routes"
"Microsoft.Cdn/profiles/customdomains","Microsoft.Cdn","profiles/customdomains"
"Microsoft.Cdn/profiles/origingroups","Microsoft.Cdn","profiles/origingroups"
"Microsoft.Cdn/profiles/origingroups/origins","Microsoft.Cdn","profiles/origingroups/origins"
"Microsoft.Cdn/profiles/rulesets","Microsoft.Cdn","profiles/rulesets"
"Microsoft.Cdn/profiles/rulesets/rules","Microsoft.Cdn","profiles/rulesets/rules"
"Microsoft.Cdn/profiles/secrets","Microsoft.Cdn","profiles/secrets"
"Microsoft.Cdn/validateSecret","Microsoft.Cdn","validateSecret"
"Microsoft.Cdn/profiles/keygroups","Microsoft.Cdn","profiles/keygroups"
"Microsoft.Cdn/profiles/securitypolicies","Microsoft.Cdn","profiles/securitypolicies"
"Microsoft.Cdn/operationresults/profileresults/afdendpointresults","Microsoft.Cdn","operationresults/profileresults/afdendpointresults"
"Microsoft.Cdn/operationresults/profileresults/afdendpointresults/routeresults","Microsoft.Cdn","operationresults/profileresults/afdendpointresults/routeresults"
"Microsoft.Cdn/operationresults/profileresults/customdomainresults","Microsoft.Cdn","operationresults/profileresults/customdomainresults"
"Microsoft.Cdn/operationresults/profileresults/origingroupresults","Microsoft.Cdn","operationresults/profileresults/origingroupresults"
"Microsoft.Cdn/operationresults/profileresults/origingroupresults/originresults","Microsoft.Cdn","operationresults/profileresults/origingroupresults/originresults"
"Microsoft.Cdn/operationresults/profileresults/rulesetresults","Microsoft.Cdn","operationresults/profileresults/rulesetresults"
"Microsoft.Cdn/operationresults/profileresults/rulesetresults/ruleresults","Microsoft.Cdn","operationresults/profileresults/rulesetresults/ruleresults"
"Microsoft.Cdn/operationresults/profileresults/secretresults","Microsoft.Cdn","operationresults/profileresults/secretresults"
"Microsoft.Cdn/operationresults/profileresults/securitypolicyresults","Microsoft.Cdn","operationresults/profileresults/securitypolicyresults"
"Microsoft.Cdn/profiles/policies","Microsoft.Cdn","profiles/policies"
"Microsoft.Cdn/profiles/networkpolicies","Microsoft.Cdn","profiles/networkpolicies"
"Microsoft.Cdn/operationresults/profileresults/policyresults","Microsoft.Cdn","operationresults/profileresults/policyresults"
"Microsoft.ChangeAnalysis/operations","Microsoft.ChangeAnalysis","operations"
"Microsoft.ChangeAnalysis/resourceChanges","Microsoft.ChangeAnalysis","resourceChanges"
"Microsoft.ChangeAnalysis/changes","Microsoft.ChangeAnalysis","changes"
"Microsoft.ChangeAnalysis/changeSnapshots","Microsoft.ChangeAnalysis","changeSnapshots"
"Microsoft.ChangeAnalysis/computeChanges","Microsoft.ChangeAnalysis","computeChanges"
"Microsoft.ServiceFabric/clusters","Microsoft.ServiceFabric","clusters"
"Microsoft.ServiceFabric/clusters/applications","Microsoft.ServiceFabric","clusters/applications"
"Microsoft.ServiceFabric/clusters/applicationTypes","Microsoft.ServiceFabric","clusters/applicationTypes"
"Microsoft.ServiceFabric/clusters/applicationTypes/versions","Microsoft.ServiceFabric","clusters/applicationTypes/versions"
"Microsoft.ServiceFabric/clusters/applications/services","Microsoft.ServiceFabric","clusters/applications/services"
"Microsoft.ServiceFabric/locations","Microsoft.ServiceFabric","locations"
"Microsoft.ServiceFabric/locations/clusterVersions","Microsoft.ServiceFabric","locations/clusterVersions"
"Microsoft.ServiceFabric/locations/environments","Microsoft.ServiceFabric","locations/environments"
"Microsoft.ServiceFabric/locations/operations","Microsoft.ServiceFabric","locations/operations"
"Microsoft.ServiceFabric/locations/operationResults","Microsoft.ServiceFabric","locations/operationResults"
"Microsoft.ServiceFabric/locations/unsupportedVMSizes","Microsoft.ServiceFabric","locations/unsupportedVMSizes"
"Microsoft.ServiceFabric/operations","Microsoft.ServiceFabric","operations"
"Microsoft.ServiceFabric/managedclusters","Microsoft.ServiceFabric","managedclusters"
"Microsoft.ServiceFabric/managedclusters/nodetypes","Microsoft.ServiceFabric","managedclusters/nodetypes"
"Microsoft.ServiceFabric/managedclusters/applicationTypes","Microsoft.ServiceFabric","managedclusters/applicationTypes"
"Microsoft.ServiceFabric/managedclusters/applicationTypes/versions","Microsoft.ServiceFabric","managedclusters/applicationTypes/versions"
"Microsoft.ServiceFabric/managedclusters/applications","Microsoft.ServiceFabric","managedclusters/applications"
"Microsoft.ServiceFabric/managedclusters/applications/services","Microsoft.ServiceFabric","managedclusters/applications/services"
"Microsoft.ServiceFabric/locations/managedClusterOperations","Microsoft.ServiceFabric","locations/managedClusterOperations"
"Microsoft.ServiceFabric/locations/managedClusterOperationResults","Microsoft.ServiceFabric","locations/managedClusterOperationResults"
"Microsoft.ServiceFabric/locations/managedClusterVersions","Microsoft.ServiceFabric","locations/managedClusterVersions"
"Microsoft.ServiceFabric/locations/environments/managedClusterVersions","Microsoft.ServiceFabric","locations/environments/managedClusterVersions"
"Microsoft.ServiceFabric/locations/managedUnsupportedVMSizes","Microsoft.ServiceFabric","locations/managedUnsupportedVMSizes"
"Microsoft.LabServices/labplans","Microsoft.LabServices","labplans"
"Microsoft.LabServices/labs","Microsoft.LabServices","labs"
"Microsoft.LabServices/labaccounts","Microsoft.LabServices","labaccounts"
"Microsoft.LabServices/locations/operationResults","Microsoft.LabServices","locations/operationResults"
